gene,essential,comment
PA14_20480,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_20491,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_20500,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_20510,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_20520,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_20530,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_20550,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_20560,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_20570,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_20580,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_20590,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_20600,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_20610,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_20620,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_20630,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_20640,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_20650,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_20670,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_20680,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_20690,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_20700,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_20720,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_20730,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_20740,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_20750,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_20760,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_20770,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_20780,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_20800,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_20810,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_20820,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_20840,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_20850,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_20860,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_20870,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_20880,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_20890,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_20900,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_20920,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_20940,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_20950,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_20960,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_20970,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_20980,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_21000,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_21010,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_21020,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_21030,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_21040,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_21050,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_21060,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_21070,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_21080,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_21090,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_21110,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_21120,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_21130,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_21140,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_21150,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_21160,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_21175,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_21180,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_21190,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_21210,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_21220,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_21230,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_21240,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_21250,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_21260,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_21280,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_21290,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_21300,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_21310,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_21320,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_21340,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_21370,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_21380,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_21400,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_21410,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_21440,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_21450,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_21460,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_21470,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_21480,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_21490,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_21510,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_21520,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_21530,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_21540,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_21550,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_21560,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_21570,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_21580,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_21590,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_21600,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_21610,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_21620,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_21630,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_21640,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_21650,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_21660,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_21670,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_21680,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_21690,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_21700,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_21710,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_21720,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_21730,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_21750,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_21760,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_21770,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_21780,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_21790,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_21800,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_21810,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_21820,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_21830,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_21840,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_21850,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_21860,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_21870,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_21880,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_21890,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_21900,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_21910,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_21920,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_21930,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_21940,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_21960,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_21970,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_21980,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_21990,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_22000,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_22010,yes,"Manoil and Ausubel Overlap, 2005, LB"
PA14_22020,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_22040,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_22050,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_22060,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_22075,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_22080,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_22090,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_22100,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_22110,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_22120,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_22130,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_22140,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_22160,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_22180,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_22190,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_22210,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_22220,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_22230,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_22240,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_22250,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_22260,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_22270,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_22280,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_22290,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_22310,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_22320,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_22330,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_22340,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_22350,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_22370,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_22380,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_22400,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_22410,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_22420,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_22440,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_22450,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_22460,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_22470,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_22480,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_22490,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_22500,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_22510,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_22520,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_22530,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_22540,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_22550,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_22560,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_22570,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_22580,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_22590,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_22600,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_22620,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_22630,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_22640,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_22650,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_22660,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_22670,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_22680,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_22690,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_22700,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_22710,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_22720,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_22730,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_22740,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_22760,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_22770,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_22780,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_22800,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_22820,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_22830,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_22840,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_22860,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_22870,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_22880,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_22890,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_22910,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_22930,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_22940,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_22960,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_22980,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_22990,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_23000,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_23010,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_23030,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_23050,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_23060,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_23070,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_23080,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_23090,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_23100,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_23110,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_23120,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_23130,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_23160,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_23170,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_23190,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_23200,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_23210,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_23220,yes,"Manoil and Ausubel Overlap, 2005, LB"
PA14_23240,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_23250,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_23260,yes,"Manoil and Ausubel Overlap, 2005, LB"
PA14_23270,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_23280,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_23290,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_23310,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_23320,yes,"Manoil and Ausubel Overlap, 2005, LB"
PA14_23330,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_23340,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_23350,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_23360,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_23370,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_23380,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_23390,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_23400,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_23410,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_23420,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_23430,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_23440,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_23450,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_23460,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_23470,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_23480,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_23490,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_23500,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_23510,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_23520,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_23530,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_23540,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_23560,yes,"Manoil and Ausubel Overlap, 2005, LB"
PA14_23570,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_23580,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_23590,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_23610,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_23620,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_23630,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_23640,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_23650,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_23670,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_23680,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_23690,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_23700,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_23720,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_23730,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_23750,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_23760,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_23770,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_23790,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_23800,yes,"Manoil and Ausubel Overlap, 2005, LB"
PA14_23810,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_23830,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_23840,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_23850,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_23860,yes,"Manoil and Ausubel Overlap, 2005, LB"
PA14_23880,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_23890,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_23900,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_23920,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_23930,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_23950,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_23970,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_23980,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_23990,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_24010,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_24020,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_24040,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_24050,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_24060,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_24070,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_24080,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_24100,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_24110,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_24120,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_24130,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_24140,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_24150,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_24170,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_24180,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_24190,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_24210,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_24220,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_24230,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_24240,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_24245,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_24260,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_24270,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_24290,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_24300,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_24310,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_24330,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_24340,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_24350,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_24360,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_24370,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_24380,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_24390,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_24400,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_24410,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_24420,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_24430,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_24440,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_24445,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_24480,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_24490,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_24500,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_24510,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_24530,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_24550,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_24560,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_24570,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_24580,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_24590,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_24600,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_24610,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_24620,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_24630,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_24640,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_24650,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_24665,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_24675,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_24690,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_24700,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_24710,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_24720,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_24730,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_24740,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_24760,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_24770,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_24780,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_24790,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_24810,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_24820,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_24830,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_24840,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_24850,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_24860,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_24870,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_24880,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_24890,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_24900,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_24910,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_24920,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_24940,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_24950,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_24960,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_24970,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_24980,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_24990,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_25000,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_25020,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_25030,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_25040,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_25050,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_25060,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_25080,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_25090,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_25100,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_25110,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_25130,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_25140,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_25150,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_25160,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_25180,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_25195,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_25210,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_25220,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_25230,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_25250,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_25270,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_25280,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_25305,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_25320,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_25330,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_25340,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_25350,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_25360,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_25370,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_25390,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_25400,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_25410,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_25420,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_25430,yes,"Manoil and Ausubel Overlap, 2005, LB"
PA14_25440,yes,"Manoil and Ausubel Overlap, 2005, LB"
PA14_25450,yes,"Manoil and Ausubel Overlap, 2005, LB"
PA14_25470,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_25480,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_25490,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_25500,no,"Manoil and Ausubel Overlap, 2005, LB"
PA14_25510,yes,"Manoil and Ausubel Overlap, 2005, LB"
