gene,essential,comment
PA14_24960,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_25080,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_25090,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_25210,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_25250,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_25270,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_25390,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_25510,yes,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_25530,yes,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_25550,yes,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_25580,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_25640,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_25650,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_25660,yes,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_25690,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_25710,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_25740,yes,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_25920,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_25970,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_25980,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_26010,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_26050,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_26210,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_26220,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_26230,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_26240,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_26360,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_26390,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_26400,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_26460,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_26480,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_26485,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_26500,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_26510,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_26530,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_26590,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_26650,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_26890,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_27500,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_27960,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_28170,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_28180,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_28650,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_29110,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_29410,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_29600,yes,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_29850,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_29860,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_29880,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_29890,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_29900,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_29920,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_29930,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_29940,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_29970,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_29980,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_29990,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_30010,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_30020,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_30050,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_30110,yes,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_30180,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_30190,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_30280,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_30340,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_30630,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_30670,yes,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_30750,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_31010,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_31030,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_31040,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_31470,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_31500,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_31540,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_31580,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_31700,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_31750,yes,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_31760,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_31800,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_31820,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_31970,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_31990,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_32080,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_32100,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_32110,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_32220,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_32230,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_32240,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_32270,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_32650,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_32660,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_33000,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_33010,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_33030,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_33040,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_33280,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_33450,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_33500,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_33540,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_33550,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_33560,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_33610,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_33630,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_33650,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_33690,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_33700,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_33810,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_33820,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_33860,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_34050,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_34250,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_34260,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_34270,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_34280,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_34340,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_34350,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_34360,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_34370,yes,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_34390,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_34410,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_34420,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_34600,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_34630,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_34640,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_34770,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_34780,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_34790,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_34970,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_35270,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_35290,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_35300,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_35320,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_35330,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_35340,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_35440,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_35460,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_35490,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_35530,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_35890,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_35920,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_35940,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_36080,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_36120,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_36200,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_36220,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_36230,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_36270,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_36310,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_36320,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_36330,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_36345,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_36570,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_36660,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_36690,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_36730,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_36810,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_36840,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_36960,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_37090,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_37100,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_37560,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_37590,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_37610,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_37950,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_37965,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_38110,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_38130,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_38140,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_38250,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_38320,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_38330,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_38350,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_38360,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_38440,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_38460,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_38470,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_38480,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_38490,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_38510,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_38530,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_38550,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_38580,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_38590,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_38610,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_38630,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_38640,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_38660,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_38690,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_38840,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_38850,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_38860,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_39050,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_39190,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_39280,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_39320,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_39330,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_39350,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_39590,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_39640,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_39690,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_39720,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_39750,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_39880,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_39890,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_39910,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_39925,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_39945,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_39960,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_39970,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_40390,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_40410,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_40420,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_40470,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_40670,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_40770,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_40890,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_41010,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_41020,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_41130,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_41140,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_41150,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_41160,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_41170,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_41350,yes,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_41400,yes,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_41470,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_41510,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_41530,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_41540,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_41563,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_41640,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_41670,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_41820,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_41830,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_41840,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_41920,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_41950,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_42080,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_42090,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_42230,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_42690,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_42720,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_42730,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_42740,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_42760,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_42850,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_43110,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_43180,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_43280,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_43320,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_43370,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_43380,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_43400,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_43440,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_43460,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_43610,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_43620,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_43640,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_43680,yes,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_43690,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_43920,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_43940,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_43950,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_43970,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_44000,yes,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_44010,yes,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_44020,yes,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_44030,yes,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_44050,yes,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_44060,yes,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_44070,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_44210,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_44260,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_44290,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_44470,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_44500,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_44710,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_44740,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_44760,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_44770,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_44800,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_44850,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_44860,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_44950,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_44970,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_45000,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_45050,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_45060,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_45170,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_45190,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_45240,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_45430,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_45940,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_45970,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_46070,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_46100,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_46240,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_46320,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_46470,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_46490,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_46910,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_46920,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_46930,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_46950,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_46970,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_47100,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_47150,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_47160,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_47180,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_47190,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_47210,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_47280,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_47300,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_47430,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_47490,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_47540,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_47670,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_47690,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_47720,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_47730,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_47760,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_47790,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_47850,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_48020,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_48470,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_48570,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_48600,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_49130,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_49250,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_49340,yes,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_49380,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_49460,yes,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_49470,yes,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_49760,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_49840,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_49870,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_50520,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_50530,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_50540,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_50550,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_50560,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_50760,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_50800,yes,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_51040,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_51050,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_51080,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_51150,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_51240,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_51270,yes,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_51330,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_51350,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_51360,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_51390,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_51410,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_51420,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_51430,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_51980,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_52040,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_52050,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_52150,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_52180,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_52210,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_52270,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_52460,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_52580,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_52610,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_52630,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_52660,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_52670,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_52690,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_52700,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_52720,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_52750,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_52770,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_52780,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_52790,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_52800,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_52810,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_52820,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_52840,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_52850,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_52870,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_52900,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_52910,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_52990,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_53000,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_53010,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_53050,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_53070,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_53220,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_53290,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_53470,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_53480,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_53800,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_53940,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_53950,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_53970,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_54040,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_54150,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_54170,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_54450,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_54520,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_54620,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_54640,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_54660,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_54670,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_54880,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_54910,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_54930,no,"Manoil and Ausubel Overlap, 2005, LB met"
PA14_54940,no,"Manoil and Ausubel Overlap, 2005, LB met"
